#CODE;ENGLISH;;;;;;;;;;;;;x
#Event Titles
dw_lilith_minor_heal_self_desc;Having obtained the ability to alter my form comes with the additional benefit of healing simple wounds or illnesses that I am afflicted with.;;;;;;;;;;;;;x
dw_lilith_moderate_heal_self;Moderate Heal Self;;;;;;;;;;;;;x
dw_lilith_moderate_heal_self_desc;I've improved control over my ability to alter my body, allowing me the ability to remove some diseases, repair severe damage, and correct imperfections on my body.;;;;;;;;;;;;;x
dw_lilith_incubus_death_dream;Dream of Death;;;;;;;;;;;;;x
dw_lilith_incubus_death_dream_desc;An Incubus who reaches the Nightmare stage of their evolution has the ability to infiltrate and shape the dreams of another. A Dream of Death is one in which the person is slain in their dream, which can have a variety of negative impacts on the dreamer, to include the potential of true death.;;;;;;;;;;;;;x
dw_life_leech_spell;Life Leech;;;;;;;;;;;;;x
dw_life_leech_spell_desc;As a vessel of Lilith, she has opened up the method for me to absorb and channel life essence to her, strengthening my ties to her spiritually in the process. \n  Of course she prefers certain kinds of energy, with that of lovers and spouses being the most robust.;;;;;;;;;;;;;x
dw_alter_appearance;Alter Appearance;;;;;;;;;;;;;x
dw_alter_appearance_desc;I've now achieved the ability to take the true appearance of one of Lilith's chosen. \n  This targeted decision will allow you to change the image of your ruler, using one of three options. \n  DO NOT use this if your character already has any other custom portrait trait as I've no idea what would happen.;;;;;;;;;;;;;x
dw_incubus_intimidation_illusion;Incubus Intimidation;;;;;;;;;;;;;x
dw_incubus_intimidation_illusion_desc;There are times when negotiation or seduction aren't adequate for imposing my will. With the power of illusion, I can shape it to where my target sees me as an intimidating force, one who shouldn't be crossed. Or I can attempt to break their resolve, and possibly render them a coward.;;;;;;;;;;;;;x
dw_alter_cock_size;Shape My Cock;;;;;;;;;;;;;x
dw_alter_cock_size_desc;I've got the ability to alter my appearance and I've got a cock. With a little bit of focus and determination, I can sculpt this thing to the size I most desire.;;;;;;;;;;;;;x
dw_kiss_of_seduction;Kiss of Seduction;;;;;;;;;;;;;x
dw_kiss_of_seduction_desc;While the game of seduction is often interesting to play, when it comes down to it, I've an advantage over most. For my lips carry the Kiss of Seduction, that few can resist. \n  Of course, just kissing someone blatantly can cause issues, so I must first play this little game of seduction until the opportunity arises.;;;;;;;;;;;;;x
dw_succubus_corruption;Corporeal Corruption;;;;;;;;;;;;;x
dw_succubus_corruption_desc;Mother Lilith learned how to corrupt that which was whole. Now my bond is strong enough that I too can unravel the corporeal creations of Adam. \n I am a scourge, a plague upon those who cross me or Mother Lilith.;;;;;;;;;;;;;x
dw_futa_morph_spell;Futanari morph;;;;;;;;;;;;;x
dw_futa_morph_spell_desc;With your ability to alter your body, you can go so far as to alter your sexual make-up as well, becoming both male and female as you grow a cock and become a futanari.;;;;;;;;;;;;;x
#Event Descriptions
DWLilith11;My dreams have often been dark. With whispers of calling out to me, tempting me with fleshly delights. I often awake with my bed being damp with signs of my climax. \n  Tonight seems to be different though, the dream is more real. I feel the warmth of the room, the eyes of the bodies writhing in erotic embraces gazing upon me as I walk towards a figure lazily lying upon an altar. She is unlike any other woman I've seen. Beautiful, smooth skin, a pair of horns curling from her forehead, and a tail that lazily flips back and forth. \n  She smiles at me and licks her lips. A wave of arousal washes over me as she beckons for me to approach her. My cock twitches as if anticipation of a blissful release. \n  I somehow find a moment of clarity and...;;;;;;;;;;;;;x
DWLilith11A;I ask, "Who are you?";;;;;;;;;;;;;x
DWLilith11B;I scream myself awake, avoiding the fiends temptations.;;;;;;;;;;;;;x
DWLilith15;My dreams have often been dark. With whispers of calling out to me, tempting me with fleshly delights. I often awake with my bed being damp with signs of my climax. \n  Tonight seems to be different though, the dream is more real. I feel the warmth of the room, the eyes of the bodies writhing in erotic embraces gazing upon me as I walk towards a figure lazily lying upon an altar. She is unlike any other woman I've seen. Beautiful, smooth skin, a pair of horns curling from her forehead, and a tail that lazily flips back and forth. \n  She smiles at me and licks her lips. A wave of arousal washes over me as she beckons for me to approach her. My nipples ache to be touched and my pussy seems to be dripping with anticipation of a blissful touch. \n  I somehow find a moment of clarity and...;;;;;;;;;;;;;x
DWLilith15A;I ask, "Who are you?";;;;;;;;;;;;;x
DWLilith15B;I scream myself awake, avoiding the fiends temptations.;;;;;;;;;;;;;x
DWLilith12;A sultry smile crosses the beautiful woman's lips. "You know who I am child. I'm Lilith, your mother." \n  I feel my heart beat quicken as my blood responds to her words. My cock aches to be buried between her perfectly shaped legs. I proceed forward, and Lilith sits upright on the altar, spreading her arms and legs open to greet me. \n  "That's it my child. Come, let your mother embrace you and awaken the power within you.";;;;;;;;;;;;;x
DWLilith12A;I welcome your embrace mother Lilith.;;;;;;;;;;;;;x
DWLilith12B;I scream myself awake, rebuking the fiend.;;;;;;;;;;;;;x
DWLilith16;A sultry smile crosses the beautiful woman's lips. "You know who I am child. I'm Lilith, your mother." \n  I feel my heart beat quicken as my blood responds to her words. I moan as my hips twitch instinctively forward, seeking pleasure. I proceed forward, and Lilith sits upright on the altar, spreading her arms and legs open to greet me. Even her tail seems to beckon me forth and I quiver at the thought of pleasure I may feel. \n  "That's it my child. Come, let your mother embrace you and awaken the power within you.";;;;;;;;;;;;;x
DWLilith16A;I welcome your embrace mother Lilith.;;;;;;;;;;;;;x
DWLilith16B;I scream myself awake, rebuking the fiend.;;;;;;;;;;;;;x
DWLilith101;I feel my arousal grow as I begin muttering the incantation for the spell. I squeeze my cock, enjoying the sensation that ripples out from it. I trace a finger around my balls and then up the underside of my erection, enjoying that feeling as well. I continue to explore and arouse my body with one hand, while chanting and focusing with the other. \n  I rub my pre-cum over the afflicted areas, my balls beginning to tighten in anticipation of release as I keep muttering the words of power. My body grows warm, with the afflicted areas burning slightly, as though having hot candle wax dripped upon me. The points of pain mix in gloriously with the pleasure. I begin working my stroking my cock frantically as I feel the spell coming to a climax that my body matches as I shower the area with my cum, screaming the name of Lilith.;;;;;;;;;;;;;x
DWLilith101A;Praise Lilith for her gift.;;;;;;;;;;;;;x
DWLilith105;I feel my arousal grow as I begin muttering the incantation for the spell. I pinch a nipple, enjoying the sensation that ripples out from it. I run a finger along my labia, enjoying that feeling as well. I continue to explore and arouse my body with one hand, while chanting and focusing with the other. \n  I rub my pussy juices over the afflicted areas, panting as I keep muttering the words of power. My body grows warm, with the afflicted areas burning slightly, as though having hot candle wax dripped upon me. The points of pain mix in gloriously with the pleasure. I begin working my clit frantically as I feel the spell coming to a climax that my body must match. \n  As my focus seems like it may fail, I seize up and release, screaming the name of Lilith as I orgasm. \n  The spell is done and I feel the burning fade.;;;;;;;;;;;;;x
DWLilith105A;Praise Lilith for her gift.;;;;;;;;;;;;;x
DWLilith1005;I can feel that the time is right to honor and give thanks to mother Lilith. I notify my court and vassals of the celebration, and of their expected participation. \n  While I do not encourage it, I do recognize that some may have conflicts that prevent their attendance. These individuals though are expected to then pay tribute. Those that do not attend and do not pay tribute, risk my wrath and that of Lilith.;;;;;;;;;;;;;x
DWLilith1005A;May Lilith bless us as we honor her.;;;;;;;;;;;;;x
DWLilith1039;While sitting in my jail cell, I learn that [From.GetFirstName] has decided that I shall be given in sacrifice to Lilith.;;;;;;;;;;;;;x
DWLilith1039A;I am DOOMED!;;;;;;;;;;;;;x
DWLilith1015;A player should never see this message, unless they somehow find themselves in the role of a vassal to a succubus or incubus.;;;;;;;;;;;;;x
DWLilith1015A;Please accept my tribute and excuse my absence.;;;;;;;;;;;;;x
DWLilith1015B;Fuck [From.GetFirstName], I'm not paying!;;;;;;;;;;;;;x
DWLilith1010;A player should never see this message, unless they somehow find themselves in the role of a vassal to a succubus or incubus.;;;;;;;;;;;;;x
DWLilith1010A;W00t! Party time at the boss's place!;;;;;;;;;;;;;x
DWLilith1135;As I dream, I find myself once again in Lilith's domain. It seems even more real than normal, a clear sign of the strength of my bond to mother. \n  I following the path through the writhing forms of my kin as they engage in carnal pleasures, until I stand before Lilith as she lays atop her altar like throne. "Ah, [Root.GetFirstName], my heart beats with pride at that which you've become. In recognition of your work, I would like to offer you a gift." \n  Sitting upright, Lilith mutters softly and massages her beautiful breasts. You can sense her power being concentrated. "My breasts hold the milk of life. Suckle upon them and life eternal shall be yours my daughter.";;;;;;;;;;;;;x
DWLilith1135A;I accept your blessing of immortality.;;;;;;;;;;;;;x
DWLilith1135B;I must decline, for I long for the day to be here by your side.;;;;;;;;;;;;;x
DWLilith1130;As I dream, I find myself once again in Lilith's domain. It seems even more real than normal, a clear sign of the strength of my bond to mother. \n  I following the path through the writhing forms of my kin as they engage in carnal pleasures, until I stand before Lilith as she lays atop her altar like throne. "Ah, [Root.GetFirstName], my heart beats with pride at that which you've become. In recognition of your work, I would like to offer you a gift." \n  Sitting upright, Lilith mutters softly and massages her beautiful breasts. You can sense her power being concentrated. "My breasts hold the milk of life. Suckle upon them and life eternal shall be yours my son.";;;;;;;;;;;;;x
DWLilith1130A;I accept your blessing of immortality.;;;;;;;;;;;;;x
DWLilith1130B;I must decline, for I long for the day to be here by your side.;;;;;;;;;;;;;x
DWLilith1125;I dreamt of Lilith last night. She shared with me her approval of my recent Blood Moon celebration. \n  As a reward, she has shared with me the secrets in seduction, allowing me to better turn the heads of those I desire. Sharing with me the secrets that many hold close, which outside of seduction may assist me in manipulation as well. \n  She then had me lay upon her altar throne. She began to service me, her tongue reaching deep within my vagina.  Incubi and Succubi with large cocks surrounded us, and while Lilith worked her tongue deep inside of me, they masturbated and showered me with their seed. \n  As I'm recovering from my tremendous orgasm, Lilith begins massaging the semen from my kin into my skin. Lilith shares that she has improved my fertility, while the semen bath shall enhance my allure to others.;;;;;;;;;;;;;x
DWLilith1125A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1115;I dreamt of Mother Lilith last night. She spoke of her approval with the recent Blood Moon celebration. \n  As a reward, she and two of my brethren showed her appreciation by training me in the art of seduction. They taught me by educating me in how my body and mind reacts to touch, words, and innuendo. It was tantalizing, yet frustrating as release would only come when I in turn was able to apply what I learned upon them. \n  The dream state seemed to last for days as our bodies constantly intertwined, rubbing, kissing, whispering, teasing... At some point I realized our numbers had grown beyond the four of us, as the room was one large orgy. I was covered in sweat, saliva and love juices before I felt my body tremble. Looking down I saw Mother Lilith take my cock deep into her mouth where I felt her tongue wrap around it. My eyes rolled back as I felt the whatever power held my orgasm in check and I erupted in her throat, her head pumping as she worked to empty me of my fluids. \n  As I lay there gasping, she catches a little cum that was on the edge of her lip with a finger. She smiles as sucks her finger clean. \n  "Very good [Root.GetFirstName]. You are ready to play our game upon the mortal world." \n  As I spoke my thanks, my eyes opened and I was in my bed, drenched with sweat.;;;;;;;;;;;;;x
DWLilith1115A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1124;I dreamt once more of Lilith. She shared her approval of the Blood Moon celebration. \n  As a reward, she shared insight into how to survive and better hide my actions, for revealing too much too soon to mankind could turn insurmountable forces against me. \n  She then had me lay upon her altar, and with great care, applied built my desires to their peak. Fully aroused, on the edge of orgasm, Lilith explained how to harness the energy that would be released in such a state. She explained how harnessing that energy could both strengthen me as well as feed Lilith. \n  The instruction over, Lilith releases me from the peak, giving me an orgasm so strong that my body convulses as if it were an epileptic fit.;;;;;;;;;;;;;x
DWLilith1124A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1114;I dreamt once more of Lilith. She shared her approval of the Blood Moon celebration. \n  As a reward, she shared insight into how to survive and better hide my actions, for revealing too much too soon to mankind could turn insurmountable forces against me. \n  She then had me lay upon her altar, and with great care, applied built my desires to their peak. Fully aroused, on the edge of orgasm, Lilith explained how to harness the energy that would be released in such a state. She explained how harnessing that energy could both strengthen me as well as feed Lilith. \n  The instruction over, Lilith releases me from the peak, giving me an orgasm so strong that my body convulses as if it were an epileptic fit.;;;;;;;;;;;;;x
DWLilith1114A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1123;I visited Lilith once again in my dreams. Lilith shared her approval of the recent Blood Moon celebration. \n  As a reward, she said that it was time to show me how to unleash the capability within to take on her image. \n  For what seemed like hours, she rubbed my body, and shared how to focus and change. Claws, wings, a tail, horns, changes to my skin tone and more. Forms fitting for self defense, for seduction, and for pleasure were opened up to me.;;;;;;;;;;;;;x
DWLilith1123A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1113;I visited Lilith once again in my dreams. Lilith shared her approval of the recent Blood Moon celebration. \n  As a reward, she said that it was time to show me how to unleash the capability within to take on her image. \n  For what seemed like hours, she rubbed my body, and shared how to focus and change. Claws, wings, a tail, horns, changes to my skin tone and more. Forms fitting for self defense, for seduction, and for pleasure were opened up to me.;;;;;;;;;;;;;x
DWLilith1113A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1122.0;As I dream, I soon find myself standing before Mother Lilith. I bow and await her judgement as to the celebration in her honor. She comes to stand over me, her body pulsing with energy that makes me flush as I hope for her caress. \n  "Tu facti corruptionem," mutters Mother Lilith as the shadows lurch out seize my arms and legs. No, not shadows, something more vile. It feels like the bile of a leprous rodent that feed upon the rotten corpse of a child, which had expired within the womb of its ill mother who was just taken and left filled with a diseased man's spunk. \n  I dare to ask Mother Lilith what I could have done wrong, only to find my mouth filled with disgusting liquid. Tears well up in my eyes as it wriggles its way down my throat. The pungent foul smell making me light headed as its odor assaults my nose. \n  Mother Lilith continues repeating the phrase, 'Tu facti corruptionem' and I begin to wonder if I'm to die tonight in my dream.;;;;;;;;;;;;;x
DWLilith1122A;Have I displeased Mother Lilith?;;;;;;;;;;;;;x
DWLilith1122.1;As my consciousness threatens to leave me, I feel it snake its way up my thighs and slip into my pussy. I feel shame as it slides in easily and the wave of pleasure that ripples through me as it pushes deeper into me. \n  Being unable to breath, with this filth filling me as it somehow excites me, I find that I've no other recourse than to bear it. I no longer hear my mother's chanting, just the blood pounding in my body as it cries out for air, while my pussy screams that it can take no more. \n  I orgasm. It's so intense without air, that all strength leaves my body as it convulses from the sensation. \n  I gasp and air fills my lungs. I lay upon the ground, gasping and coughing while trembling as my intense orgasm still echoes through my body. The filth is gone. \n  "You've done well my child, as I expected. Not many can survive this evolution. Henceforth you wield the power of corruption." \n  Lilith goes onto to explain and educate me in the powers of corruption. She explains the dangers, as that which I unleash may spread, and although I can heal myself, I cannot clean corruption from others, as that is not our place.;;;;;;;;;;;;;x
DWLilith1122B;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1112;I expected to arrive in Lilith's court, yet as I dreamt, I found myself standing in a room filled with mirrors and shadows. I tensed involuntarily when a hand touches my shoulder. \n  Turning, I see Lilith smiling at me. "Few of my sons come this far [Root.GetFirstName]. I'm warmed to see that you are one who has." \n  Lilith goes onto to explain and educate me in the powers of illusion. On how I can mislead and fool others. Trick them into new friends or enemies. She explains and then shows me how strong illusions can seem so real, that their target's body may actually suffer physical harm that it's mind inflicts upon itself. Such as a lance through the chest, not piercing or creating a whole, yet the mind causing the heart to haemorrhage as though the wound were real.;;;;;;;;;;;;;x
DWLilith1112A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1121;I dreamt of Mother Lilith. She was sitting atop her altar-like throne, with an approving smile for me. "My daughter. Your evolution is complete. You are a true Demoness and you can call upon powers that few others can. Our bond is strong, and as such, you may be able to call upon some of my power directly. You will find that you may also visit my realm without your having to be summoned by me. I praise you daughter, and congratulate you in reaching your journey's end. May a new path be filled with joy and challenge, so that you continue to grow stronger. \n  Also, contemplate immortality if you will my daughter. I shall call to you again in a few days time, and offer the gift to you.;;;;;;;;;;;;;x
DWLilith1121A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1111;I dreamt of Mother Lilith. She was sitting atop her altar-like throne, with an approving smile for me. "My son. Your evolution is complete. You are a true Nightmare and you can call upon powers that few others can. You will find that you've now the ability to enter the dreams of others, to manipulate them in that world, effecting them in various ways. Not unlike how I've been able to shape you through yours, to a lesser degree you may shape others in theirs. \n  Also, contemplate immortality if you will my daughter. I shall call to you again in a few days time, and offer the gift to you.;;;;;;;;;;;;;x
DWLilith1111A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1120;Thanks to my strong connection with Mother Lilith, I can feel her approval at the recent celebration. As there is nothing more she can teach me, I'm not summoned to her domain. \n  I recall when I completed my evolution, and how she offered the gift of immortality. If I opted to not accept the gift at that time, I know that another chance to accept would be made to me in the near future.;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1120A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1110;Thanks to my strong connection with Mother Lilith, I can feel her approval at the recent celebration. As there is nothing more she can teach me, I'm not summoned to her domain. \n  I recall when I completed my evolution, and how she offered the gift of immortality. If I opted to not accept the gift at that time, I know that another chance to accept would be made to me in the near future.;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1110A;Praise Lilith for her blessings.;;;;;;;;;;;;;x
DWLilith1091;I bid the last of the attendees farewell. It was a good celebration. One where some memories were made, and good times were had by most. I felt Lilith's presence throughout the event. As though she was looking over my shoulder in approval.;;;;;;;;;;;;;x
DWLilith1091A;May Lilith accept our celebration in her name.;;;;;;;;;;;;;x
DWLilith1055;The blood has been gathered and I prepare to bathe in it. I can feel their essence in it as it is poured over me. It's thick, warm and covers me all over. \n  I feel my arousal building. Leaning back I begin to finger myself. Moaning as the sacrificial blood fills my gash while I work my fingers in a frantic attempt to orgasm. I use my other hand to rub the blood across my breasts, and pinch my stiff nipples as the warm blood smeared on them gives me the sensation of dozens of kisses from the life energy with in it. \n  I let loose a long loud moan as I orgasm. Sighing as I imagine my juices intermingling with the blood. I close my eyes and take in the energy that surrounds me. \n  As the blood begins to cool, I leave the tub, dress, and proclaim the next stage of the festivities begins with the evening meal.;;;;;;;;;;;;;x
DWLilith1055A;May Lilith find strength through this life blood.;;;;;;;;;;;;;x
DWLilith1051;The blood has been gathered and I prepare to bathe in it. I can feel their essence in it as it is poured over me. It's thick, warm and covers me all over. \n  I feel my arousal building. Leaning back I begin to stroke my cock. I let out a little grunt at the sensation of the sacrificial blood as it lubricates my stroking. I feel my balls begin to tense as I near release, and I cup them with my other hand, pressing and massaging the warm blood into them. \n  I let loose a cry to Lilith as I orgasm, gobs of my cum spraying upward and falling back down onto the blood. Leaving my cum floating atop the blood until I mix it with a wave of my hand. \n  As the blood begins to cool, I leave the tub, dress, and proclaim the next stage of the festivities begins with the evening meal.;;;;;;;;;;;;;x
DWLilith1051A;May Lilith find strength through this life blood.;;;;;;;;;;;;;x
DWLilith1049;I have some peasants brought in to be strung up and blooded. I look on them and feel disgust as some of them whimper and beg. I see some of the guests squirm uncomfortably, so with a sigh I go to them as they're being suspended. \n  I speak to each one in whispers, telling them of the strength within them that will be used to fuel Mother Lilith. As my words and touch calm them, I kiss them deeply and feel their last breath of objections fade. \n  With the rabble subdued and my guests no longer squirming distractingly, I return to my seat and enjoy watching the blooding ritual while finishing my wine.;;;;;;;;;;;;;x
DWLilith1049A;The time for my life-blood bath draws near.;;;;;;;;;;;;;x
DWLilith1041;[From.GetBestName] is brought from the prison cells. They look a little ragged, their eyes sullen and searching for a glimmer of hope that they can use to escape their fate. \n  I motion towards the guard to have them hoisted up. As they're being secured, [From.GetFirstName] begins to plead for their life. It's quite pitiful really and more than one person chuckles at the poor showing. \n  I stand and raise my hand to gather everyone's attention. "I have heard your cries, and after careful consideration, I have decided...";;;;;;;;;;;;;x
DWLilith1041A;We shall proceed with sacrificing [dw_sacrifice.GetFirstName].;;;;;;;;;;;;;x
DWLilith1041B;I've decided to spare [dw_sacrifice.GetFirstName]'s life.;;;;;;;;;;;;;x
DWLilith1030;The start of the Blood Moon celebration is the tribute of blood. A sacrifice will be strung up, bleed out, and then I shall bathe in their life blood. Through me, mother Lilith will receive their energy. \n  If I've prisoners who aren't being trained as slaves, I can use them, or I can always gather some of the local peasantry, although they tend to get riled up when that is done. \n  After considering my available options, I make a decision.;;;;;;;;;;;;;x
DWLilith1030A;Bring [dw_sacrifice.GetBestName] before me.;;;;;;;;;;;;;x
DWLilith1030B;We'll sacrifice some of the peasantry.;;;;;;;;;;;;;x
DWLilith1020;[From.GetBestName] has declined to attend, yet has provided suitable tribute to atone for their absence. It's a shame that they're not attending, yet the celebration shall continue on without them.;;;;;;;;;;;;;x
DWLilith1020A;[From.GetFirstName]'s tribute is acceptable.;;;;;;;;;;;;;x
DWLilith1025;[From.GetBestName] has declined to attend, and has insulted me by refusing to pay tribute for their absence. Those who will be in attendance are aware of the slight, and they have expressed their displeasure of the individual's actions as well. \n  I shall not forget this slight, and nor shall Mother Lilith.;;;;;;;;;;;;;x
DWLilith1025A;[From.GetFirstName] will regret this decision.;;;;;;;;;;;;;x
DWLilith1071;As the feast progresses the ale and wine begin to flow more freely. I'm enjoying the indulgence during the celebration and notice that the party appears to be filled with light weights who one after another begin to fade out. Soon, it's late at night and only [dw_drinking_buddy.GetBestName] remains with me. \n  "One final contest, shall we? Drink for drink until one finally falters!" With a nod [dw_drinking_buddy.GetFirstName] agrees and I call for more ale. \n  The following hours are filled with wild lies in the form of stories, horrendous singing, and more than one broken piece of furniture until I realize I'm starting up at the ceiling. Just as I wonder if I've lost, I hear a loud snore from under the bench next to me and see my drinking buddy passed out cold. With a drunken roar, I claim victory.;;;;;;;;;;;;;x
DWLilith1071A;I'll raise a mug of ale with [dw_drinking_buddy.GetFirstName] any time.;;;;;;;;;;;;;x
DWLilith1073;As the night wears on, I notice that [dw_drunkard.GetFirstName] has found themselves a drinking companion in [dw_drinking_buddy.GetFirstName]. They're keeping my servants busy with their frequent calls for more to drink. \n  The most entertaining aspect is the boasts that are coming from each of them. As the drinks have flowed, we've gone from truth, to partial truths, to believable lies, to the fantastical. While the boasts are my favorite, the singing was difficult to handle, until the howl of dogs outside joined the chorus and the room erupted in laughter. \n  Evening and bed calling, I inform the servants to keep the drinks flowing for the two, and that they're to be carried to their rooms when they're no longer able to remain upright.;;;;;;;;;;;;;x
DWLilith1073A;May [dw_drunkard.GetFirstName] and [dw_drinking_buddy.GetFirstName] be hangover free.;;;;;;;;;;;;;x
DWLilith1075;As the night wears on, drinks flow freely amongst the guests. Most identify their limits and back off before embarrassing themselves. Unfortunately, [dw_drunkard_bad.GetBestName] doesn't recognize they've passed their limit until in mid-sentence, they vomit. The vile stream projecting outward and splashing in the middle of the table. \n  Other guests who lack a stronger stomach in turn find themselves retching from the scene. After order is restored and [dw_drunkard_bad.GetFirstName] is taken to their room, we decide to call it an evening.;;;;;;;;;;;;;x
DWLilith1075A;May [dw_drunkard_bad.GetFirstName] learn to better handle their ale.;;;;;;;;;;;;;x
DWLilith1081;While pondering how I may spruce things up at the celebration, I come upon the grand idea of a feast of desserts. And better yet, my plate shall be one of the servant girls. \n  Upon the evening, my feast of desserts was held. It was a grand affair and a hit with many of the guests. Oh, and when the servant girl was brought out and laid before me, the variety of looks I received was grand. The kitchen did their work very well, as the little morsel was adorned with all manner of sweets in all the the right places. Unable to resist, I dug right in and enjoyed the meal. I apparently wasn't the only one enjoying it as well, for I noticed a certain juicy flavor to the food as I ate.;;;;;;;;;;;;;x
DWLilith1081A;Such a fine way to enjoy a little dessert.;;;;;;;;;;;;;x
DWLilith1083;While pondering how I may spruce things up at the celebration, I come upon the grand idea of a feast of desserts. \n  When the evening arrives and the feast begins, it appears to go over very well with most of the guests as people have the opportunity to enjoy a variety of sweets. Then [dw_gluttonous.GetBestName] surprises us when [dw_gluttonous.GetSheHe] has one of the serving girls disrobe and climb upon the table. Blushing, the young woman lays flat while [dw_gluttonous.GetFirstName] applies a variety of desserts to her body as though she were a living plate. Apparently satisfied, [dw_gluttonous.GetSheHe] digs in and makes a grand display of enjoying their meal. \n  As the evening dessert feast draws to a close, more than one person makes an envious comment, which brings a content smile to [dw_gluttonous.GetFirstName]'s face.;;;;;;;;;;;;;x
