#CODE;ENGLISH;;;;;;;;;;;;;x
# Events
dw_hvevents03;A named NPC from the Heroes and Villains mod has died.\n  If it is someone you recruited, you should be able to now recruit a replacement.;;;;;;;;;;;;;x
dw_hvevents03a;Understood.;;;;;;;;;;;;;x
dw_hvevents10;The world is entering an age of extremes. A complacent middle ground is beginning to vanish, leaving two extremes.\n  On one extreme, you've individuals who have decided that they shall achieve what they wish using any means necessary. Be it monetary greed, a simple lust for power, or something more complex. These individuals are recognized as Villains.\n  Then you've those who've risen in opposition. These Heroes are typically known for their fairness, the value of their word, and commonly serve as protectors.\n  With the world already filled with conflict, will these individuals cause the fall of humanity, or shall they prevent it?;;;;;;;;;;;;;x
dw_hvevents10a;Become a hero;;;;;;;;;;;;;x
dw_hvevents10b;Become a villain;;;;;;;;;;;;;x
dw_hvevents10c;I shall avoid choosing sides for now.;;;;;;;;;;;;;x
dw_hvevents20;I invoke the hidden powers that shape this world! Heed my call and shape thine destiny as I dictate!\n\n  Respawn: When a non-generic NPC made by this game dies, certain flags get cleared that allow the method used to get them previously, to happen again. Allowing recruited characters to be recruited again, and those who came via events to potentially be found through those events again.\n  This is on by default. Turning Respawn off, means that once a non-generic NPC dies, they're gone for good. Once off, anyone who dies is still lost forever. Turning it back on is NOT retroactive, so prior dead are still gone. Turning it back on, only provides respawn capability for those still alive or as of yet unobtained.\n\n  Bestiality is turned OFF by default. Turning it on, means those events may trigger. With it off, they won't. Note - this trigger is for this mod's content only. It doesn't stop another mod with such content from activating.;;;;;;;;;;;;;x
dw_hvevents20a;Turn OFF respawn;;;;;;;;;;;;;x
dw_hvevents20b;Turn respawn back ON;;;;;;;;;;;;;x
dw_hvevents20c;Turn ON bestiality;;;;;;;;;;;;;x
dw_hvevents20d;Turn OFF bestiality;;;;;;;;;;;;;x
dw_hvevents20e;More settings.;;;;;;;;;;;;;x
dw_hvevents20f;All done (Exit).;;;;;;;;;;;;;x
dw_hvevents21;Symbiotes and/or Tentacle-kin are ON by default. If you don't want parasitic, corruptive entities spreading themselves among mankind, then turn it off. Or, if you turned it off, you can turn it back on to enable the spread once more. If you already have them running amok in your game world, and you want to switch it off, just give it a little time. If turned off, a decision will become available for any characters with the trait, and they'll remove it themselves. It's like you're a super mage of some kind that just purged the world of this disease!\n\n  Therianthropes are also ON by default. What's a Therianthrope? Well, it's a human with some animal spirit blood in them. Those who embrace this side of themselves can take an animal like form.  A werewolf is a type of therianthrope. If you have this set to off, some heroes or villains may be excluded (for example, Beast Boy).;;;;;;;;;;;;;x
dw_hvevents21a;Turn Symbiotes/Tentacle-Kin OFF.;;;;;;;;;;;;;x
dw_hvevents21b;Turn Symbiotes/Tentacle-Kin ON.;;;;;;;;;;;;;x
dw_hvevents21c;Turn Therianthropes OFF.;;;;;;;;;;;;;x
dw_hvevents21d;Turn Therianthropes ON.;;;;;;;;;;;;;x
dw_hvevents22;Demon-kin are ON by default. Turning this off may disable some heroes or villains (for example: Raven)\n\n  This mod has Wizard Towers you can build. So does Dark World Fantasy. I've got specific functionality tied to mine, and what I created in Dark World has been expanded upon from what I understand. If you don't want to see this mod's Wizard Towers - and you don't care about the functionality they add, then you can turn them off as Wizard Towers are ON by default.\n\n  There are no other potential settings at this time, although more may come in the future.;;;;;;;;;;;;;x
dw_hvevents22a;Turn Demon-Kin OFF.;;;;;;;;;;;;;x
dw_hvevents22b;Turn Demon-Kin ON.;;;;;;;;;;;;;x
dw_hvevents22c;Turn Wizard Towers OFF.;;;;;;;;;;;;;x
dw_hvevents22d;Turn Wizard Towers ON.;;;;;;;;;;;;;x
dw_hvevents210.0;I'm stripped of my clothing and bound by [dw_prison_host.GetFirstName]'s guards. I struggle during it, and all that I gain from it is a couple punches to the face.\n  Once bound, the guards leave us alone. [dw_prison_host.GetFirstName] is looking at me with a disturbing grin as he begins to disrobe. I writhe in my bonds, yet it does me little good other than pleasing my captor.\n  He strokes his hard cock as he looks at me. I threaten him, and he laughs it off. I open my mouth to challenge him, yet my words are cut short as his boot slams into my chin. I roll over from the blow, and as my head swims, I feel him grab me from behind.\n  He jams a couple fingers into my ass. It burns from the forced intrusion, yet I feel they're slick, as though covered in oil.\n  "Time to learn your place [ROOT.GetFirstName]. I'm the one who controls your ass, and if I want to dump my seed in it, it is my right."\n  His fingers are removed, and replaced with his cock. There is no warning, no concern for me. He slides it in and immediately begins fucking me hard. The pain is astonishing, and my head swims from it.\n  He mutters about how tight my ass is and how it's his turn. He chokes me as his pounding increases. I feel him explode in my ass as my vision begins to fade.\n  He releases my throat and I cough as I try to take in air.\n  "Now you'll behave, or we'll have to have this discussion again."\n  He leaves me in my cell, where I lay naked with an ass full of jizz.;;;;;;;;;;;;;;x
dw_hvevents210.1;I'm stripped of my clothing and bound by [dw_prison_host.GetFirstName]'s guards. I struggle during it, and all that I gain from it is a punch in the eye and a couple kicks in my balls.\n  Once bound, the guards leave us alone. [dw_prison_host.GetFirstName] is looking at me with a disturbing grin as he begins to disrobe. I writhe in my bonds, yet it gains me little than another kick.\n  Once he's ready, I go his cruel demeanor seems to change. He ensures he's well oiled, and he massages my ass with the oil and his fingers as well. He takes his time, commenting as my body slowly betrays me from the awkward feeling and my cock stiffens.\n  He then positions me on his lap, lowering me until his cock is buried in my ass. It burns, yet also feels, different. My cock even seems to stiffen more from it.\n  "Now, I'm here to pleasure myself, you prisoner, are not allowed release."\n  He then grabs my cock, and pulls a long metal nail out from a leather sack. He slides it through oil, then after warning me to not move, less I permanently damage myself, he slides the nail into the tip of my penis, plugging my urethra with it.\n  He then uses me. Fucking me without another care until he empties his balls in my ass. The whole time, my cock continues to stand at attention, even though it all hurts.\n  Once finished, he pulls the nail out and leaves me bound with an ass full of jizz, and in pain until guards come later to release me from the bonds.;;;;;;;;;;;;;;x
dw_hvevents210.2;I'm stripped of my clothing by [dw_prison_host.GetFirstName]'s guards and then suspended in chains. I struggle during it, and all that I gain from it is a few punches and kicks.\n  When I'm finally hanging there, [dw_prison_host.GetFirstName] chuckles as the guards line the walls. He brings out a variety of objects, from a candle to a leather strap to some vials of liquid. I state that torturing me won't give him the satisfaction he seeks.\n  "Torture? Hahaha. I suppose it could be considered torture to a degree, but I'm actually looking more at a little humiliation. Tell me [ROOT.GetFirstName], when was the last time you got off and came in front of a room full of male spectators?"\n  I look at what he laid out again, and taken with a different light, I see that simple torture isn't his goal.\n  The next couple of hours are horrible. I wouldn't have thought it possible, but [dw_prison_host.GetFirstName] was able to have my body betray me. While there was pain, there was pleasure. I came so many times, that my balls are shriveled and empty. My ass is sore, and I can feel the oils he put inside me dribble out. My chest is covered with dried stale cum, shot out from my own cock onto myself.\n  As the guards lower me, I'm too fatigued to resist, and their laughing, taunting comments only seem to hold me down further. Once I'm dropped back in my cell, I simply curl up into a ball and fall into sleep, where nightmares now surely await me.;;;;;;;;;;;;;;x
dw_hvevents210a;I've been sodomized.;;;;;;;;;;;;;;x
dw_hvevents210b;I think I'm alright with this.;;;;;;;;;;;;;;x
dw_hvevents215.0;I'm stripped of my clothing and then drug over to some ceiling chains where my hands are bound. I'm then descended upon by a pair of scullery maids who wash the grime from my body, all while [dw_prison_host.GetFirstName] and a pair of guards look on. The maids end up paying specific attention to my cock and balls, and while it'd not intended, my body responds to their attention.\n  "Hah, getting hard from some low class wenches cleaning your balls? I see now why your lands lack proper leadership."\n  The maids scamper away after their done and [dw_prison_host.GetFirstName] comes forward and grasps my cock, giving it a squeeze. She lectures me about how the seed of rulers isn't meant for commoners, and how its such poor decisions like that which lead to the decline of dynasties. The whole time, she's squeezing and stroking my cock.\n  "Since you've a clear disregard for the responsibility your seed carries, I shall take it on myself."\n  [dw_prison_host.GetFirstName] then disrobes before me. Her two guards doing their best to not look at her naked form. She turns, and guides my cock into her warm pussy. My head swims as it tries to process what is going on, I'm supposed to be her prisoner, and here she's slapping her body back on mine with such force that I'm going to be emptying my balls inside of her.\n  I cum hard inside of her, but she doesn't stop her pumping her hips against me. At least not until she shudders from her own orgasm.;;;;;;;;;;;;;;x
dw_hvevents215a;I've been raped.;;;;;;;;;;;;;;x
dw_hvevents215b;I think I'm alright with this.;;;;;;;;;;;;;;x
dw_hvevents220.0;I'm stripped of my clothes by [dw_prison_host.GetFirstName]'s guards. Their hands are rough, and they take every opportunity to explore my body as they peel off my clothing. [dw_prison_host.GetFirstName] watches the entire time, and even occasionally gives direction to pinch or rub different regions of my body.\n  An iron collar is then placed around my neck, with a chain attached to it. I'm forced down to all fours, and [dw_prison_host.GetFirstName] then takes me for a walk around the dungeon. Finally, she leads me to a corner, where she has a throne of sorts set-up. She disrobes and sits upon the throne.\n  "Come now [ROOT.GetFirstName], be a good little whore and service your Queen."\n  I consider trying to resist, but a guard puts his boot against my ass and gives me a small push forward. I'm eye level with [dw_prison_host.GetFirstName]'s pussy.\n  The chain on my collar is jerked, and I'm pulled forward. I resign to my fate and let my tongue flick out, licking one of the folds of her pussy.\n  "Come now, you're a woman yourself. You should know what feels good. Get at it or I'll give you to every guardsman I have."\n  I close my eyes and commit myself to the task. I employ the use of one of my hands, first to give clear access to her clit, and then to slide into her pussy where I seek her pleasure spots. When she finally peaks she yanks on my chain, choking me as she climaxes. She then pets me, and walks me back to my cell where she leaves me.;;;;;;;;;;;;;;x
dw_hvevents220a;I've been raped.;;;;;;;;;;;;;;x
dw_hvevents220b;I think I'm alright with this.;;;;;;;;;;;;;;x
dw_hvevents225.0;I'm stripped of my clothes by [dw_prison_host.GetFirstName]'s guards. Their hands are rough, and they take every opportunity to explore my body as they peel off my clothing. [dw_prison_host.GetFirstName] watches the entire time, and even occasionally gives direction to pinch or rub different regions of my body.\n  When they're done, I notice that [dw_prison_host.GetFirstName] has disrobed and is stroking his cock. I go to take a step back, only to be pushed forward by a guardsman.\n  "Come now [ROOT.GetFirstName], you can accept my royal scepter or I can share you with everyone here in the castle."\n  I freeze as a guardsman behind me chuckles and asks that I continue to resist. [dw_prison_host.GetFirstName] grabs my arm and pulls me over. He takes one of my breasts into his hands and kneads the flesh, ending with pinching a nipple hard. I let out a little yelp and he laughs.\n  Spinning me around, he forces his fingers up into me. There is something on them, and oil, and he pistons them quickly. It burns a little, but I don't have time to complain as he withdraws his fingers and replaces them with his cock.\n  Our coupling has nothing romantic about it. I'm little more than flesh as he fucks me hard, grunting as he's rutting.\n  I'm not certain how long it lasts, but soon I feel something warm fill me as he grunts and holds himself deep inside me. He compliments my behavior and they leave me alone in my cell, filled with his seed.;;;;;;;;;;;;;;x
dw_hvevents225a;I've been raped.;;;;;;;;;;;;;;x
dw_hvevents225b;I think I'm alright with this.;;;;;;;;;;;;;;x
dw_hvevents230;I stop by the cell of [dw_prisoner_target.GetBestName]. They fidget, clearly nervous to why I'm visiting the dungeons. I stand there for a bit, taking a measure of pleasure from watching them squirm.\n  When they finally manage to ask why I'm there, I give them my most sincere smile.;;;;;;;;;;;;;;x
dw_hvevents230a;I shall have my way with you.;;;;;;;;;;;;;;x
dw_hvevents230b;You'll fuck a hyena.;;;;;;;;;;;;;;x
dw_hvevents230end;I've changed my mind.;;;;;;;;;;;;;;x
dw_hvevents240.0;I instruct my guards to disrobe [dw_prisoner_target.GetFirstName] and place a collar with chain around her neck. Once prepared, I have her get on all fours, and I take her for a walk around the dungeon.\n  As her pride wears down, I pat her on the head and tell her what a good pet she is. Tears whelm up in her eyes and I can't fully stifle a laugh.\n  I hook her chain on a peg while I disrobe myself. I rub my breasts in the cool dungeon air and find my nipples are standing erect from the sensation. I take my pet's chain and after having a seat, I pull her before me.\n  I explain that our play time is not yet over. She's to service me, as it's only properly for her to acknowledge my generosity as her host. I then lean forward and make it clear that if her appreciation is inadequate, that she'll be bound and left for the guards to fuck until she breaks.\n  Her eyes tell me she understands, and I lean back and spread my legs. [dw_prisoner_target.GetFirstName] inches forward and gingerly laps at my folds. I give her chain a yank, and stress that I'd prefer she be more like a person starved, than one who's had their full.\n  She nods and then digs in. Her work starts clumsy, yet it improves as she begins to notice what elicits a moan or gasp from me. It isn't long before she's nuzzled in, twirling her tongue around, moving between my cunny and my clit. When she brings her fingers to bear, it's only minutes later that I've locked my legs around her head as I orgasm hard.;;;;;;;;;;;;;;x
dw_hvevents240a;Your service was appreciated.;;;;;;;;;;;;;;x
dw_hvevents245.0;I instruct my guards to disrobe [dw_prisoner_target.GetFirstName]. She does her best to resist, and with a nod of my approval, one of the guards gives her punch to the stomach. The fight quickly subsides and once disrobed, the guards leave her naked on the ground.\n  I take my clothes off as well, and as I walk around her huddled form, I stroke my cock with excitement. I grab the flask of oil that I brought with me and pour some into my hand. I pull [dw_prisoner_target.GetFirstName] to her feet and from behind, I reach up between her legs and rub the oil across her pussy. Taking the time to also insert a couple fingers to lubricate her, as I've no desire for a dry fuck.\n  With her properly oiled, I take my position and slid my pole in to the hilt. She gasps and whimpers, while her pussy seems to clamp down on me. Just what I was wanting to feel.\n  I pick up my pace, fucking her without a care in the world. I've one primary objective, and that's to empty my balls. It isn't too long before I feel my balls tighten, as they prepare to blow. I notice that [dw_prisoner_target.GetFirstName] is largely quiet, save for small grunts as I pound home. I wouldn't be surprised if the bitch was starting to like it. With that thought, I feel my cock is ready to erupt. The only question is where.;;;;;;;;;;;;;;x
dw_hvevents245a;I'll fill her with my seed.;;;;;;;;;;;;;;x
dw_hvevents245b;I'll pull out.;;;;;;;;;;;;;;x
dw_hvevents250.0;I instruct my guards to disrobe and bind [dw_prisoner_target.GetFirstName]'s hands to the ceiling manacles. Once he's naked and bound, I motion for them to give us privacy.\n  I walk around [dw_prisoner_target.GetFirstName], making comments about his body while occasionally tracing my finger along his skin. I begin to disrobe myself and I laugh as I see his cock jerk and stiffen. I taunt him as I walk around him, moving to where my breast brush his back. I trace my fingers under his balls, and his cock is now rigid.\n  I can feel my juices flowing, and I'm ready for release. Before I begin though, I grab his balls and threaten him. If he goes limp before I achieve release, he will be castrated.\n  He stammers something unimportant, as I turn and raise my ass towards him. I reach between my legs, feeling for his cock, and upon finding it, I align it and then push my body back onto it.\n  I moan as it slides in. It's just what I need to scratch my present itch. I begin slamming my ass back with a growing frenzy as the sensation in me builds. [dw_prisoner_target.GetFirstName] isn't able to do much more than grunt and accept my pussy as it takes his cock. I shiver with the joy of control, as I feel his cock seem to swell. I pick up the pace, as I work to bring myself to a climax. I feel him cum, filling me with his warm seed.\n  Lucky for him, I climax myself just moments later. Panting as it comes over me, I slam back and hold it until the sensation passes.;;;;;;;;;;;;;;x
dw_hvevents250.1;I instruct my guards to disrobe and bind [dw_prisoner_target.GetFirstName]'s hands to the wall manacles. Once he's naked and bound, I motion for them to give us privacy.\n  I pull out a leather whip that I had made for just such an occasion. I give it a little crack to make it clear that disobedience will be met with pain. [dw_prisoner_target.GetFirstName] nods in understanding. I then remove my footwear, and with my bare feet, I flip up his cock. It gives a little jerk from the attention and his cheeks redden. I admonish him for getting turned on in such a state, with his dick getting harder as I manipulate it with my feet.\n  He seems to finally get upset, and flails his leg in a failed kick attempt. I can't help but laugh as I bring my whip down upon him. Snap. Snap. Snap.\n  With bloody lines streaked across his chest, his fight is gone, yet his cock is still rigid. I remove my dress, and stand to straddle him. I lower myself on him, taking his cock into me. He moans, and laugh. What a pitiful man to be raped by a woman.\n  I bounce on his cock as I seek release. I find myself lost in the sensation, until I begin to tremble from the climax that washes over me. Sated, I begin to lift myself off of him, only to notice that he came at some point during the ordeal as his cum drips from my pussy. I chuckle, and give his balls another little nudge with my foot before leaving.;;;;;;;;;;;;;;x
dw_hvevents250a;Your obedience and seed are appreciated.;;;;;;;;;;;;;;x
dw_hvevents255.0;I instruct my guards to disrobe and bind [dw_prisoner_target.GetFirstName]'s arms. Once complete, my guards exit the cell, and I then disrobe myself. Once naked, I take some oil and begin to stroke my cock with it, making it nice and slick. While doing this, I explain to [dw_prisoner_target.GetFirstName] how I'm going to fuck them like the whore they are and fill them with my seed. [dw_prisoner_target.GetFirstName] begs for me to change my mind, and all that it does is make me laugh, making the act all the more savory.\n  I lay behind [dw_prisoner_target.GetFirstName] and line up my cock. With some pressure, I slide it in. His tight ass resisting and tightening. It takes a bit, but soon I'm balls deep in his tight ass, and I begin pounding.\n  His whimpering and shrieks of pain become a little annoying, so I choke him a bit, just enough to force him to focus on breathing instead of shouting.\n  I can almost smell his fear, and I pound him all the harder for it. I also chuckle as his cock responds, stiffening some and leaking pre-cum. But I'm not here to please him, and I focus once more on my pleasure. Soon, I feel my balls tighten, and I know release is coming.\n  I growl as my climax comes, and I give several pronounced thrusts into his ass, each one dropping a load of my seed into his ass.\n  Once done, I dress and leave him laying there, whimpering on the cell floor with my seed in his ass.;;;;;;;;;;;;;;x
dw_hvevents255.1;I instruct my guards to disrobe and bind [dw_prisoner_target.GetFirstName]'s limbs. Once complete, my guards exit the cell, and I then disrobe myself. Once naked, I take some oil and begin to stroke my cock with it, making it nice and slick. While doing this, I explain to [dw_prisoner_target.GetFirstName] how I'm going to fuck them like the whore they are and fill them with my seed. [dw_prisoner_target.GetFirstName]'s muffled cries make me laugh, making the act all the more savory.\n  I sit down and pull [dw_prisoner_target.GetFirstName] on top of me. After rubbing some oil on his ass, I line up my cock and let his weight slide his body down my pole. Based on his muffled sounds, I'm sure it was a little uncomfortable. Once settled, I begin to bounce him on my lap, enjoying how tight his ass is. The motion causes his dick to flop, and soon, it's standing rigid. But I'm not here to please him, so I pull a nail from a leather sheath, apply some oil, and I slide it down his urethra. It's clearly painful and uncomfortable, but man does his ass tighten in response.\n  With his fuck hole nice and tight, I resume bouncing him, until I feel my balls tighten with my pending climax.\n  I growl as I cum, and I give several pronounced thrusts into his ass, each one depositing a load of my seed into his ass.\n  Once done, I dress and leave him laying there, whimpering on the cell floor with my seed in his ass.;;;;;;;;;;;;;;x
dw_hvevents255.2;I instruct my guards to disrobe and suspend [dw_prisoner_target.GetFirstName] in chains. Once complete, my guards move back and line up against the wall.\n  I take some oil and begin to rub his cock with it and balls with it. It's a special oil that stimulates the flesh, and soon his cock is standing at attention.\n  I take the time to tease him for getting hard in front of all of the men in the room, and his cheeks burn red with shame. I accuse him of wanting to cum in front of us, and he vehemently denies it. I give his cock a little slap, and the pre-cum that was forming at the tip flies out and lands on his chest. I debase him, accusing him of wishing to be fucked.\n  While he's denying it, I pour more of the oil on my fingers and then begin to rub them around his sphincter. He gasps and struggles a bit, but I point out that his cock only seems that much stiffer, and more pre-cum has appeared.\n  Before he can object further, I slip a couple well oiled fingers into his ass, and with a little pressure, he's soon gasping and twitching as his cum shoots all over his chest.\n  Not giving him rest, I continue my assault and he's soon rigid and oozing pre-cum again. He's no longer objecting, just panting, which I take pleasure in pointing out.\n  After he cums a second time, I leave him with his drying cum splattered across his chest, and his confused thoughts.;;;;;;;;;;;;;;x
dw_hvevents255a;Perhaps I'll visit you again.;;;;;;;;;;;;;;x
dw_hvevents260;I've made arrangements with Harley to borrow one of her hyenas. Harley's only requirement of course would be that she can watch.\n  [dw_prisoner_target.GetFirstName] began crying as the guards stripped her and bound her in chains. When Harley and the hyena she chose to bring along showed up, [dw_prisoner_target.GetFirstName] began to wail and beg. Harley gave out a laugh and lifted the prisoner's manacled legs. The hyena nuzzled her pussy for a bit, sniffing around before it began to lick her sex in earnest. [dw_prisoner_target.GetFirstName] yelped in surprise, and Harley made sure to mention that it was important she not struggle much, otherwise her hyena may injure her as it seeks to secure it's mating.\n  [dw_prisoner_target.GetFirstName] listened to Harley and nodded in understanding. Surprising like always, Harley quieted the woman with ease.\n  The hyena meanwhile seemed satisfied and crawled forward atop of the prisoner. It's hips were moving on the way up, as though it was searching blindly for it's cock to find its target. Harley bend over with a chuckle, and helped guide the hyena's cock home into [dw_prisoner_target.GetFirstName]'s pussy. Once in, it's hips began moving furiously.\n  There [dw_prisoner_target.GetFirstName] was, in the middle of the dungeon, with others watching her, and she was getting drilled by a hyena. Her face was crimson with embarrassment, especially when the hyena finally erupted and filled her with its cum.;;;;;;;;;;;;;;x
dw_hvevents260a;Let this be a lesson.;;;;;;;;;;;;;;x

dw_hvevents1010;On my way to the lair, I spot the Vulture off in the distance. Curious, I head over to towards him.\n  When I arrive, I find him muttering to himself while adjusting straps on what looks to be a new outfit rig. I clear my throat to get his attention, only to find he's so engrossed in what he's doing that he still doesn't notice me. I feel my jaw tighten at the annoyance of being ignored, so I call out 'Adrian!'\n  The Vulture turns and hisses at his name. His distaste for it clear. It's then that he finally notices me.\n  "Ah, [ROOT.GetMasterMistress] [ROOT.GetOnlyDynastyName], I didn't notice your arrival."\n  I wave off the obvious, and inquire as to what the Vulture is doing.\n  "I've been struck by a bit'o inspiration. This is just a prototype that I've cobbled together, yet I'm certain that I can clearly improve my gear. I just need to keep working on it. In fact, if I just..."\n  I stand there and observe the Vulture for a bit longer as he becomes absorbed once more in his work. I don't recall the last time I've seen him like this, and I know that if our roles were reversed, that I wouldn't wise to be bothered.\n  So I leave the Vulture to his inspiration and continue on my way.;;;;;;;;;;;;;;x
dw_hvevents1010a;Such inspiration is good.;;;;;;;;;;;;;;x
dw_hvevents1020;I come across the Vulture perched atop a rock. He looks livid as a vein bulges on his head. Getting a little closer, I notice that his outfit is a little worse for wear. So I ask about his problems.\n  The Vulture glares at me for a moment, before seeming to recognize me. Then without a word, he loosens his hand a red mask with what appears to be web stitching falls out. Holding it out, he finally speaks.\n  "I've encountered a so called 'hero'. One who goes by the name of Spiderman. He thwarted my attempt at obtaining a jewel I was after. My target escaped while we fought. In the end, this... Spiderman escaped as well. I will not tolerate this."\n  Troublesome to know that some hero is taking action nearby. The Vulture believes he's from a near by land. Regardless, Spiderman obtained a new rival today, whether he realizes the animosity the Vulture has for him or not.;;;;;;;;;;;;;;x
