dopo;Dopo;;;;;;;;;;;;;
dopo_adj;Dopo;;;;;;;;;;;;;
dopo_desc;Dopo;;;;;;;;;;;;;
qa;Qa;;;;;;;;;;;;;
qa_adj;Qa;;;;;;;;;;;;;
qa_desc;Qa;;;;;;;;;;;;;
do;Do;;;;;;;;;;;;;
do_adj;Do;;;;;;;;;;;;;
do_desc;Do;;;;;;;;;;;;;
ta;Ta;;;;;;;;;;;;;
ta_adj;Ta;;;;;;;;;;;;;
ta_desc;Ta;;;;;;;;;;;;;
tajr;Tajr;;;;;;;;;;;;;
tajr_adj;Tajr;;;;;;;;;;;;;
tajr_desc;Tajr;;;;;;;;;;;;;
lisona;Lisona;;;;;;;;;;;;;
lisona_adj;Lisona;;;;;;;;;;;;;
lisona_desc;Lisona;;;;;;;;;;;;;
niramy;Niramy;;;;;;;;;;;;;
niramy_adj;Niramy;;;;;;;;;;;;;
niramy_desc;Niramy;;;;;;;;;;;;;
tarona;Tarona;;;;;;;;;;;;;
tarona_adj;Tarona;;;;;;;;;;;;;
tarona_desc;Tarona;;;;;;;;;;;;;
lona;Lona;;;;;;;;;;;;;
lona_adj;Lona;;;;;;;;;;;;;
lona_desc;Lona;;;;;;;;;;;;;
rirr;Rirr;;;;;;;;;;;;;
rirr_adj;Rirr;;;;;;;;;;;;;
rirr_desc;Rirr;;;;;;;;;;;;;
sa;Sa;;;;;;;;;;;;;
sa_adj;Sa;;;;;;;;;;;;;
sa_desc;Sa;;;;;;;;;;;;;
tep;Tep;;;;;;;;;;;;;
tep_adj;Tep;;;;;;;;;;;;;
tep_desc;Tep;;;;;;;;;;;;;
tuz;Tuz;;;;;;;;;;;;;
tuz_adj;Tuz;;;;;;;;;;;;;
tuz_desc;Tuz;;;;;;;;;;;;;
kadik;Kadik;;;;;;;;;;;;;
kadik_adj;Kadik;;;;;;;;;;;;;
kadik_desc;Kadik;;;;;;;;;;;;;
qeu;Qeu;;;;;;;;;;;;;
qeu_adj;Qeu;;;;;;;;;;;;;
qeu_desc;Qeu;;;;;;;;;;;;;
arim;Arim;;;;;;;;;;;;;
arim_adj;Arim;;;;;;;;;;;;;
arim_desc;Arim;;;;;;;;;;;;;
tuzr;Tuzr;;;;;;;;;;;;;
tuzr_adj;Tuzr;;;;;;;;;;;;;
tuzr_desc;Tuzr;;;;;;;;;;;;;
tadi;Tadi;;;;;;;;;;;;;
tadi_adj;Tadi;;;;;;;;;;;;;
tadi_desc;Tadi;;;;;;;;;;;;;
kik;Kik;;;;;;;;;;;;;
kik_adj;Kik;;;;;;;;;;;;;
kik_desc;Kik;;;;;;;;;;;;;
warik;Warik;;;;;;;;;;;;;
warik_adj;Warik;;;;;;;;;;;;;
warik_desc;Warik;;;;;;;;;;;;;
karsi;Karsi;;;;;;;;;;;;;
karsi_adj;Karsi;;;;;;;;;;;;;
karsi_desc;Karsi;;;;;;;;;;;;;
amuzr;Amuzr;;;;;;;;;;;;;
amuzr_adj;Amuzr;;;;;;;;;;;;;
amuzr_desc;Amuzr;;;;;;;;;;;;;
bepr;Bepr;;;;;;;;;;;;;
bepr_adj;Bepr;;;;;;;;;;;;;
bepr_desc;Bepr;;;;;;;;;;;;;
seu;Seu;;;;;;;;;;;;;
seu_adj;Seu;;;;;;;;;;;;;
seu_desc;Seu;;;;;;;;;;;;;
beloan;Beloan;;;;;;;;;;;;;
beloan_adj;Beloan;;;;;;;;;;;;;
beloan_desc;Beloan;;;;;;;;;;;;;
abaila;Ab�aila;;;;;;;;;;;;;
abaila_adj;Ab�aila;;;;;;;;;;;;;
abaila_desc;Ab�aila;;;;;;;;;;;;;
c_abaila;Ab�aila;;;;;;;;;;;;;
c_abaila_adj;Ab�aila;;;;;;;;;;;;;
c_abaila_desc;Ab�aila;;;;;;;;;;;;;
PROV128;Ab�aila;;;;;;;;;;;;;
PROV128_adj;Ab�aila;;;;;;;;;;;;;
PROV128_desc;Ab�aila;;;;;;;;;;;;;
narda;Narda;;;;;;;;;;;;;
narda_adj;Narda;;;;;;;;;;;;;
narda_desc;Narda;;;;;;;;;;;;;
c_narda;Narda;;;;;;;;;;;;;
c_narda_adj;Narda;;;;;;;;;;;;;
c_narda_desc;Narda;;;;;;;;;;;;;
PROV512;Narda;;;;;;;;;;;;;
PROV512_adj;Narda;;;;;;;;;;;;;
PROV512_desc;Narda;;;;;;;;;;;;;
dence;Dence;;;;;;;;;;;;;
dence_adj;Dence;;;;;;;;;;;;;
dence_desc;Dence;;;;;;;;;;;;;
c_dence;Dence;;;;;;;;;;;;;
c_dence_adj;Dence;;;;;;;;;;;;;
c_dence_desc;Dence;;;;;;;;;;;;;
PROV513;Dence;;;;;;;;;;;;;
PROV513_adj;Dence;;;;;;;;;;;;;
PROV513_desc;Dence;;;;;;;;;;;;;
rolern;Rolern;;;;;;;;;;;;;
rolern_adj;Rolern;;;;;;;;;;;;;
rolern_desc;Rolern;;;;;;;;;;;;;
c_rolern;Rolern;;;;;;;;;;;;;
c_rolern_adj;Rolern;;;;;;;;;;;;;
c_rolern_desc;Rolern;;;;;;;;;;;;;
PROV514;Rolern;;;;;;;;;;;;;
PROV514_adj;Rolern;;;;;;;;;;;;;
PROV514_desc;Rolern;;;;;;;;;;;;;
kalk;Kalk;;;;;;;;;;;;;
kalk_adj;Kalk;;;;;;;;;;;;;
kalk_desc;Kalk;;;;;;;;;;;;;
c_kalk;Kalk;;;;;;;;;;;;;
c_kalk_adj;Kalk;;;;;;;;;;;;;
c_kalk_desc;Kalk;;;;;;;;;;;;;
PROV515;Kalk;;;;;;;;;;;;;
PROV515_adj;Kalk;;;;;;;;;;;;;
PROV515_desc;Kalk;;;;;;;;;;;;;
korarda;Korarda;;;;;;;;;;;;;
korarda_adj;Korarda;;;;;;;;;;;;;
korarda_desc;Korarda;;;;;;;;;;;;;
c_korarda;Korarda;;;;;;;;;;;;;
c_korarda_adj;Korarda;;;;;;;;;;;;;
c_korarda_desc;Korarda;;;;;;;;;;;;;
PROV516;Korarda;;;;;;;;;;;;;
PROV516_adj;Korarda;;;;;;;;;;;;;
PROV516_desc;Korarda;;;;;;;;;;;;;
rolorgia;Rolorgia;;;;;;;;;;;;;
rolorgia_adj;Rolorgia;;;;;;;;;;;;;
rolorgia_desc;Rolorgia;;;;;;;;;;;;;
c_rolorgia;Rolorgia;;;;;;;;;;;;;
c_rolorgia_adj;Rolorgia;;;;;;;;;;;;;
c_rolorgia_desc;Rolorgia;;;;;;;;;;;;;
PROV517;Rolorgia;;;;;;;;;;;;;
PROV517_adj;Rolorgia;;;;;;;;;;;;;
PROV517_desc;Rolorgia;;;;;;;;;;;;;
beralk;Beralk;;;;;;;;;;;;;
beralk_adj;Beralk;;;;;;;;;;;;;
beralk_desc;Beralk;;;;;;;;;;;;;
c_beralk;Beralk;;;;;;;;;;;;;
c_beralk_adj;Beralk;;;;;;;;;;;;;
c_beralk_desc;Beralk;;;;;;;;;;;;;
PROV518;Beralk;;;;;;;;;;;;;
PROV518_adj;Beralk;;;;;;;;;;;;;
PROV518_desc;Beralk;;;;;;;;;;;;;
bourda;Bourda;;;;;;;;;;;;;
bourda_adj;Bourda;;;;;;;;;;;;;
bourda_desc;Bourda;;;;;;;;;;;;;
c_bourda;Bourda;;;;;;;;;;;;;
c_bourda_adj;Bourda;;;;;;;;;;;;;
c_bourda_desc;Bourda;;;;;;;;;;;;;
PROV519;Bourda;;;;;;;;;;;;;
PROV519_adj;Bourda;;;;;;;;;;;;;
PROV519_desc;Bourda;;;;;;;;;;;;;
doharak;Doharak;;;;;;;;;;;;;
doharak_adj;Doharak;;;;;;;;;;;;;
doharak_desc;Doharak;;;;;;;;;;;;;
c_doharak;Doharak;;;;;;;;;;;;;
c_doharak_adj;Doharak;;;;;;;;;;;;;
c_doharak_desc;Doharak;;;;;;;;;;;;;
PROV520;Doharak;;;;;;;;;;;;;
PROV520_adj;Doharak;;;;;;;;;;;;;
PROV520_desc;Doharak;;;;;;;;;;;;;
lorence;Lorence;;;;;;;;;;;;;
lorence_adj;Lorence;;;;;;;;;;;;;
lorence_desc;Lorence;;;;;;;;;;;;;
c_lorence;Lorence;;;;;;;;;;;;;
c_lorence_adj;Lorence;;;;;;;;;;;;;
c_lorence_desc;Lorence;;;;;;;;;;;;;
PROV521;Lorence;;;;;;;;;;;;;
PROV521_adj;Lorence;;;;;;;;;;;;;
PROV521_desc;Lorence;;;;;;;;;;;;;
borarda;Borarda;;;;;;;;;;;;;
borarda_adj;Borarda;;;;;;;;;;;;;
borarda_desc;Borarda;;;;;;;;;;;;;
c_borarda;Borarda;;;;;;;;;;;;;
c_borarda_adj;Borarda;;;;;;;;;;;;;
c_borarda_desc;Borarda;;;;;;;;;;;;;
PROV522;Borarda;;;;;;;;;;;;;
PROV522_adj;Borarda;;;;;;;;;;;;;
PROV522_desc;Borarda;;;;;;;;;;;;;
ekalarda;Ekalarda;;;;;;;;;;;;;
ekalarda_adj;Ekalarda;;;;;;;;;;;;;
ekalarda_desc;Ekalarda;;;;;;;;;;;;;
c_ekalarda;Ekalarda;;;;;;;;;;;;;
c_ekalarda_adj;Ekalarda;;;;;;;;;;;;;
c_ekalarda_desc;Ekalarda;;;;;;;;;;;;;
PROV523;Ekalarda;;;;;;;;;;;;;
PROV523_adj;Ekalarda;;;;;;;;;;;;;
PROV523_desc;Ekalarda;;;;;;;;;;;;;
elizo;E�lizo;;;;;;;;;;;;;
elizo_adj;E�lizo;;;;;;;;;;;;;
elizo_desc;E�lizo;;;;;;;;;;;;;
c_elizo;E�lizo;;;;;;;;;;;;;
c_elizo_adj;E�lizo;;;;;;;;;;;;;
c_elizo_desc;E�lizo;;;;;;;;;;;;;
PROV524;E�lizo;;;;;;;;;;;;;
PROV524_adj;E�lizo;;;;;;;;;;;;;
PROV524_desc;E�lizo;;;;;;;;;;;;;
qoan;Qoan;;;;;;;;;;;;;
qoan_adj;Qoan;;;;;;;;;;;;;
qoan_desc;Qoan;;;;;;;;;;;;;
c_qoan;Qoan;;;;;;;;;;;;;
c_qoan_adj;Qoan;;;;;;;;;;;;;
c_qoan_desc;Qoan;;;;;;;;;;;;;
PROV525;Qoan;;;;;;;;;;;;;
PROV525_adj;Qoan;;;;;;;;;;;;;
PROV525_desc;Qoan;;;;;;;;;;;;;
terarak;Terarak;;;;;;;;;;;;;
terarak_adj;Terarak;;;;;;;;;;;;;
terarak_desc;Terarak;;;;;;;;;;;;;
c_terarak;Terarak;;;;;;;;;;;;;
c_terarak_adj;Terarak;;;;;;;;;;;;;
c_terarak_desc;Terarak;;;;;;;;;;;;;
PROV526;Terarak;;;;;;;;;;;;;
PROV526_adj;Terarak;;;;;;;;;;;;;
PROV526_desc;Terarak;;;;;;;;;;;;;
kalaide;Kalaide;;;;;;;;;;;;;
kalaide_adj;Kalaide;;;;;;;;;;;;;
kalaide_desc;Kalaide;;;;;;;;;;;;;
c_kalaide;Kalaide;;;;;;;;;;;;;
c_kalaide_adj;Kalaide;;;;;;;;;;;;;
c_kalaide_desc;Kalaide;;;;;;;;;;;;;
PROV527;Kalaide;;;;;;;;;;;;;
PROV527_adj;Kalaide;;;;;;;;;;;;;
PROV527_desc;Kalaide;;;;;;;;;;;;;
loan;Loan;;;;;;;;;;;;;
loan_adj;Loan;;;;;;;;;;;;;
loan_desc;Loan;;;;;;;;;;;;;
c_loan;Loan;;;;;;;;;;;;;
c_loan_adj;Loan;;;;;;;;;;;;;
c_loan_desc;Loan;;;;;;;;;;;;;
PROV528;Loan;;;;;;;;;;;;;
PROV528_adj;Loan;;;;;;;;;;;;;
PROV528_desc;Loan;;;;;;;;;;;;;
lizo;Lizo;;;;;;;;;;;;;
lizo_adj;Lizo;;;;;;;;;;;;;
lizo_desc;Lizo;;;;;;;;;;;;;
c_lizo;Lizo;;;;;;;;;;;;;
c_lizo_adj;Lizo;;;;;;;;;;;;;
c_lizo_desc;Lizo;;;;;;;;;;;;;
PROV529;Lizo;;;;;;;;;;;;;
PROV529_adj;Lizo;;;;;;;;;;;;;
PROV529_desc;Lizo;;;;;;;;;;;;;
surara;Surara;;;;;;;;;;;;;
surara_adj;Surara;;;;;;;;;;;;;
surara_desc;Surara;;;;;;;;;;;;;
c_surara;Surara;;;;;;;;;;;;;
c_surara_adj;Surara;;;;;;;;;;;;;
c_surara_desc;Surara;;;;;;;;;;;;;
PROV530;Surara;;;;;;;;;;;;;
PROV530_adj;Surara;;;;;;;;;;;;;
PROV530_desc;Surara;;;;;;;;;;;;;
ekalalk;Ekalalk;;;;;;;;;;;;;
ekalalk_adj;Ekalalk;;;;;;;;;;;;;
ekalalk_desc;Ekalalk;;;;;;;;;;;;;
c_ekalalk;Ekalalk;;;;;;;;;;;;;
c_ekalalk_adj;Ekalalk;;;;;;;;;;;;;
c_ekalalk_desc;Ekalalk;;;;;;;;;;;;;
PROV531;Ekalalk;;;;;;;;;;;;;
PROV531_adj;Ekalalk;;;;;;;;;;;;;
PROV531_desc;Ekalalk;;;;;;;;;;;;;
qeramaj;Qeramaj;;;;;;;;;;;;;
qeramaj_adj;Qeramaj;;;;;;;;;;;;;
qeramaj_desc;Qeramaj;;;;;;;;;;;;;
c_qeramaj;Qeramaj;;;;;;;;;;;;;
c_qeramaj_adj;Qeramaj;;;;;;;;;;;;;
c_qeramaj_desc;Qeramaj;;;;;;;;;;;;;
PROV532;Qeramaj;;;;;;;;;;;;;
PROV532_adj;Qeramaj;;;;;;;;;;;;;
PROV532_desc;Qeramaj;;;;;;;;;;;;;
balict;Balict;;;;;;;;;;;;;
balict_adj;Balict;;;;;;;;;;;;;
balict_desc;Balict;;;;;;;;;;;;;
c_balict;Balict;;;;;;;;;;;;;
c_balict_adj;Balict;;;;;;;;;;;;;
c_balict_desc;Balict;;;;;;;;;;;;;
PROV533;Balict;;;;;;;;;;;;;
PROV533_adj;Balict;;;;;;;;;;;;;
PROV533_desc;Balict;;;;;;;;;;;;;
segern;Segern;;;;;;;;;;;;;
segern_adj;Segern;;;;;;;;;;;;;
segern_desc;Segern;;;;;;;;;;;;;
c_segern;Segern;;;;;;;;;;;;;
c_segern_adj;Segern;;;;;;;;;;;;;
c_segern_desc;Segern;;;;;;;;;;;;;
PROV534;Segern;;;;;;;;;;;;;
PROV534_adj;Segern;;;;;;;;;;;;;
PROV534_desc;Segern;;;;;;;;;;;;;
turict;Turict;;;;;;;;;;;;;
turict_adj;Turict;;;;;;;;;;;;;
turict_desc;Turict;;;;;;;;;;;;;
c_turict;Turict;;;;;;;;;;;;;
c_turict_adj;Turict;;;;;;;;;;;;;
c_turict_desc;Turict;;;;;;;;;;;;;
PROV535;Turict;;;;;;;;;;;;;
PROV535_adj;Turict;;;;;;;;;;;;;
PROV535_desc;Turict;;;;;;;;;;;;;
kehre;Kehre;;;;;;;;;;;;;
kehre_adj;Kehre;;;;;;;;;;;;;
kehre_desc;Kehre;;;;;;;;;;;;;
c_kehre;Kehre;;;;;;;;;;;;;
c_kehre_adj;Kehre;;;;;;;;;;;;;
c_kehre_desc;Kehre;;;;;;;;;;;;;
PROV536;Kehre;;;;;;;;;;;;;
PROV536_adj;Kehre;;;;;;;;;;;;;
PROV536_desc;Kehre;;;;;;;;;;;;;
rolaila;Rolaila;;;;;;;;;;;;;
rolaila_adj;Rolaila;;;;;;;;;;;;;
rolaila_desc;Rolaila;;;;;;;;;;;;;
c_rolaila;Rolaila;;;;;;;;;;;;;
c_rolaila_adj;Rolaila;;;;;;;;;;;;;
c_rolaila_desc;Rolaila;;;;;;;;;;;;;
PROV537;Rolaila;;;;;;;;;;;;;
PROV537_adj;Rolaila;;;;;;;;;;;;;
PROV537_desc;Rolaila;;;;;;;;;;;;;
wohern;Wohern;;;;;;;;;;;;;
wohern_adj;Wohern;;;;;;;;;;;;;
wohern_desc;Wohern;;;;;;;;;;;;;
c_wohern;Wohern;;;;;;;;;;;;;
c_wohern_adj;Wohern;;;;;;;;;;;;;
c_wohern_desc;Wohern;;;;;;;;;;;;;
PROV538;Wohern;;;;;;;;;;;;;
PROV538_adj;Wohern;;;;;;;;;;;;;
PROV538_desc;Wohern;;;;;;;;;;;;;
bourk;Bourk;;;;;;;;;;;;;
bourk_adj;Bourk;;;;;;;;;;;;;
bourk_desc;Bourk;;;;;;;;;;;;;
c_bourk;Bourk;;;;;;;;;;;;;
c_bourk_adj;Bourk;;;;;;;;;;;;;
c_bourk_desc;Bourk;;;;;;;;;;;;;
PROV539;Bourk;;;;;;;;;;;;;
PROV539_adj;Bourk;;;;;;;;;;;;;
PROV539_desc;Bourk;;;;;;;;;;;;;
sarak;Sarak;;;;;;;;;;;;;
sarak_adj;Sarak;;;;;;;;;;;;;
sarak_desc;Sarak;;;;;;;;;;;;;
c_sarak;Sarak;;;;;;;;;;;;;
c_sarak_adj;Sarak;;;;;;;;;;;;;
c_sarak_desc;Sarak;;;;;;;;;;;;;
PROV540;Sarak;;;;;;;;;;;;;
PROV540_adj;Sarak;;;;;;;;;;;;;
PROV540_desc;Sarak;;;;;;;;;;;;;
noharda;Noharda;;;;;;;;;;;;;
noharda_adj;Noharda;;;;;;;;;;;;;
noharda_desc;Noharda;;;;;;;;;;;;;
c_noharda;Noharda;;;;;;;;;;;;;
c_noharda_adj;Noharda;;;;;;;;;;;;;
c_noharda_desc;Noharda;;;;;;;;;;;;;
PROV541;Noharda;;;;;;;;;;;;;
PROV541_adj;Noharda;;;;;;;;;;;;;
PROV541_desc;Noharda;;;;;;;;;;;;;
kict;Kict;;;;;;;;;;;;;
kict_adj;Kict;;;;;;;;;;;;;
kict_desc;Kict;;;;;;;;;;;;;
c_kict;Kict;;;;;;;;;;;;;
c_kict_adj;Kict;;;;;;;;;;;;;
c_kict_desc;Kict;;;;;;;;;;;;;
PROV542;Kict;;;;;;;;;;;;;
PROV542_adj;Kict;;;;;;;;;;;;;
PROV542_desc;Kict;;;;;;;;;;;;;
ebartin;Eb�artin;;;;;;;;;;;;;
ebartin_adj;Eb�artin;;;;;;;;;;;;;
ebartin_desc;Eb�artin;;;;;;;;;;;;;
c_ebartin;Eb�artin;;;;;;;;;;;;;
c_ebartin_adj;Eb�artin;;;;;;;;;;;;;
c_ebartin_desc;Eb�artin;;;;;;;;;;;;;
PROV543;Eb�artin;;;;;;;;;;;;;
PROV543_adj;Eb�artin;;;;;;;;;;;;;
PROV543_desc;Eb�artin;;;;;;;;;;;;;
worayn;Worayn;;;;;;;;;;;;;
worayn_adj;Worayn;;;;;;;;;;;;;
worayn_desc;Worayn;;;;;;;;;;;;;
c_worayn;Worayn;;;;;;;;;;;;;
c_worayn_adj;Worayn;;;;;;;;;;;;;
c_worayn_desc;Worayn;;;;;;;;;;;;;
PROV544;Worayn;;;;;;;;;;;;;
PROV544_adj;Worayn;;;;;;;;;;;;;
PROV544_desc;Worayn;;;;;;;;;;;;;
nuri;Nuri;;;;;;;;;;;;;
nuri_adj;Nuri;;;;;;;;;;;;;
nuri_desc;Nuri;;;;;;;;;;;;;
c_nuri;Nuri;;;;;;;;;;;;;
c_nuri_adj;Nuri;;;;;;;;;;;;;
c_nuri_desc;Nuri;;;;;;;;;;;;;
PROV545;Nuri;;;;;;;;;;;;;
PROV545_adj;Nuri;;;;;;;;;;;;;
PROV545_desc;Nuri;;;;;;;;;;;;;
ralk;Ralk;;;;;;;;;;;;;
ralk_adj;Ralk;;;;;;;;;;;;;
ralk_desc;Ralk;;;;;;;;;;;;;
c_ralk;Ralk;;;;;;;;;;;;;
c_ralk_adj;Ralk;;;;;;;;;;;;;
c_ralk_desc;Ralk;;;;;;;;;;;;;
PROV546;Ralk;;;;;;;;;;;;;
PROV546_adj;Ralk;;;;;;;;;;;;;
PROV546_desc;Ralk;;;;;;;;;;;;;
lele;Lele;;;;;;;;;;;;;
lele_adj;Lele;;;;;;;;;;;;;
lele_desc;Lele;;;;;;;;;;;;;
c_lele;Lele;;;;;;;;;;;;;
c_lele_adj;Lele;;;;;;;;;;;;;
c_lele_desc;Lele;;;;;;;;;;;;;
PROV547;Lele;;;;;;;;;;;;;
PROV547_adj;Lele;;;;;;;;;;;;;
PROV547_desc;Lele;;;;;;;;;;;;;
nanizo;Nanizo;;;;;;;;;;;;;
nanizo_adj;Nanizo;;;;;;;;;;;;;
nanizo_desc;Nanizo;;;;;;;;;;;;;
c_nanizo;Nanizo;;;;;;;;;;;;;
c_nanizo_adj;Nanizo;;;;;;;;;;;;;
c_nanizo_desc;Nanizo;;;;;;;;;;;;;
PROV548;Nanizo;;;;;;;;;;;;;
PROV548_adj;Nanizo;;;;;;;;;;;;;
PROV548_desc;Nanizo;;;;;;;;;;;;;
banaide;Banaide;;;;;;;;;;;;;
banaide_adj;Banaide;;;;;;;;;;;;;
banaide_desc;Banaide;;;;;;;;;;;;;
c_banaide;Banaide;;;;;;;;;;;;;
c_banaide_adj;Banaide;;;;;;;;;;;;;
c_banaide_desc;Banaide;;;;;;;;;;;;;
PROV549;Banaide;;;;;;;;;;;;;
PROV549_adj;Banaide;;;;;;;;;;;;;
PROV549_desc;Banaide;;;;;;;;;;;;;
ninuri;Ninuri;;;;;;;;;;;;;
ninuri_adj;Ninuri;;;;;;;;;;;;;
ninuri_desc;Ninuri;;;;;;;;;;;;;
c_ninuri;Ninuri;;;;;;;;;;;;;
c_ninuri_adj;Ninuri;;;;;;;;;;;;;
c_ninuri_desc;Ninuri;;;;;;;;;;;;;
PROV550;Ninuri;;;;;;;;;;;;;
PROV550_adj;Ninuri;;;;;;;;;;;;;
PROV550_desc;Ninuri;;;;;;;;;;;;;
nolara;Nolara;;;;;;;;;;;;;
nolara_adj;Nolara;;;;;;;;;;;;;
nolara_desc;Nolara;;;;;;;;;;;;;
c_nolara;Nolara;;;;;;;;;;;;;
c_nolara_adj;Nolara;;;;;;;;;;;;;
c_nolara_desc;Nolara;;;;;;;;;;;;;
PROV551;Nolara;;;;;;;;;;;;;
PROV551_adj;Nolara;;;;;;;;;;;;;
PROV551_desc;Nolara;;;;;;;;;;;;;
wara;Wara;;;;;;;;;;;;;
wara_adj;Wara;;;;;;;;;;;;;
wara_desc;Wara;;;;;;;;;;;;;
c_wara;Wara;;;;;;;;;;;;;
c_wara_adj;Wara;;;;;;;;;;;;;
c_wara_desc;Wara;;;;;;;;;;;;;
PROV552;Wara;;;;;;;;;;;;;
PROV552_adj;Wara;;;;;;;;;;;;;
PROV552_desc;Wara;;;;;;;;;;;;;
ninayn;Ninayn;;;;;;;;;;;;;
ninayn_adj;Ninayn;;;;;;;;;;;;;
ninayn_desc;Ninayn;;;;;;;;;;;;;
c_ninayn;Ninayn;;;;;;;;;;;;;
c_ninayn_adj;Ninayn;;;;;;;;;;;;;
c_ninayn_desc;Ninayn;;;;;;;;;;;;;
PROV553;Ninayn;;;;;;;;;;;;;
PROV553_adj;Ninayn;;;;;;;;;;;;;
PROV553_desc;Ninayn;;;;;;;;;;;;;
kolarda;Kolarda;;;;;;;;;;;;;
kolarda_adj;Kolarda;;;;;;;;;;;;;
kolarda_desc;Kolarda;;;;;;;;;;;;;
c_kolarda;Kolarda;;;;;;;;;;;;;
c_kolarda_adj;Kolarda;;;;;;;;;;;;;
c_kolarda_desc;Kolarda;;;;;;;;;;;;;
PROV554;Kolarda;;;;;;;;;;;;;
PROV554_adj;Kolarda;;;;;;;;;;;;;
PROV554_desc;Kolarda;;;;;;;;;;;;;
sanuri;Sanuri;;;;;;;;;;;;;
sanuri_adj;Sanuri;;;;;;;;;;;;;
sanuri_desc;Sanuri;;;;;;;;;;;;;
c_sanuri;Sanuri;;;;;;;;;;;;;
c_sanuri_adj;Sanuri;;;;;;;;;;;;;
c_sanuri_desc;Sanuri;;;;;;;;;;;;;
PROV555;Sanuri;;;;;;;;;;;;;
PROV555_adj;Sanuri;;;;;;;;;;;;;
PROV555_desc;Sanuri;;;;;;;;;;;;;
lurizo;Lurizo;;;;;;;;;;;;;
lurizo_adj;Lurizo;;;;;;;;;;;;;
lurizo_desc;Lurizo;;;;;;;;;;;;;
c_lurizo;Lurizo;;;;;;;;;;;;;
c_lurizo_adj;Lurizo;;;;;;;;;;;;;
c_lurizo_desc;Lurizo;;;;;;;;;;;;;
PROV556;Lurizo;;;;;;;;;;;;;
PROV556_adj;Lurizo;;;;;;;;;;;;;
